"371" "503" "500" "504" "528" "506" "507" "527" "690" "501" "508" "502" "509" "529" "531" "687" "688" "689"
"Otu0001" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"Otu0002" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"Otu0003" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"Otu0004" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"Otu0005" 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0
"Otu0006" 1 1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1
"Otu0007" 1 1 0 1 1 0 0 0 0 0 1 1 0 1 1 1 1 1
"Otu0008" 1 1 1 0 0 1 1 1 0 0 0 1 0 1 1 1 1 1
"Otu0009" 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1
"Otu0010" 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
"Otu0011" 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1
"Otu0012" 1 0 1 1 0 1 1 1 1 0 0 0 1 0 1 1 1 1
"Otu0013" 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0
"Otu0014" 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
"Otu0015" 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1
"Otu0016" 1 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1
"Otu0017" 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
"Otu0018" 1 1 1 1 1 1 0 1 0 0 1 0 0 1 1 1 1 1
"Otu0019" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"Otu0020" 0 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0
"Otu0021" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Otu0022" 0 0 0 0 1 1 0 0 1 0 0 1 0 1 1 0 1 0
"Otu0023" 1 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1
"Otu0024" 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
"Otu0025" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0
"Otu0026" 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1
"Otu0027" 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"Otu0028" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"Otu0029" 1 1 1 1 0 0 1 1 0 1 0 1 0 1 1 1 1 0
"Otu0030" 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1
"Otu0031" 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 1 1 1
"Otu0032" 0 0 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1
"Otu0033" 1 1 0 1 1 1 0 1 0 1 0 0 0 0 0 1 1 1
"Otu0034" 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0
"Otu0035" 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0
"Otu0036" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"Otu0037" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"Otu0038" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
"Otu0039" 0 0 1 0 1 0 1 0 0 0 1 1 1 1 1 1 0 0
"Otu0040" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Otu0041" 1 0 1 1 0 1 0 1 1 1 0 0 0 1 1 1 1 1
"Otu0042" 0 1 0 0 1 0 1 1 1 0 0 1 1 1 0 0 0 0
"Otu0043" 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 1 1
"Otu0044" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"Otu0045" 0 0 0 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1
"Otu0046" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
"Otu0047" 0 1 1 1 1 0 1 1 1 1 0 0 0 1 0 1 1 1
"Otu0048" 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 1 1
"Otu0049" 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1
"Otu0050" 1 1 0 1 0 1 1 0 0 0 1 1 0 1 1 1 1 1
"Otu0051" 0 1 1 1 1 1 0 1 0 1 1 1 0 0 1 0 0 0
"Otu0052" 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
"Otu0053" 1 1 0 1 0 0 0 0 1 1 0 0 0 1 1 1 1 0
"Otu0054" 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1
"Otu0055" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Otu0056" 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 0
"Otu0057" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Otu0058" 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
"Otu0059" 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
"Otu0060" 0 0 1 0 1 1 1 1 1 0 0 0 0 0 1 0 0 0
"Otu0061" 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1
"Otu0062" 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0
"Otu0063" 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 1 0 0
"Otu0064" 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1
"Otu0065" 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0
"Otu0066" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Otu0067" 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 1 1 1
"Otu0068" 1 1 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 1
"Otu0069" 1 0 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1
"Otu0070" 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
"Otu0071" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1
"Otu0072" 1 0 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1
"Otu0073" 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1
"Otu0074" 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 1 1 0
"Otu0075" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Otu0076" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
"Otu0077" 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 0
"Otu0078" 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0
"Otu0079" 1 0 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1
"Otu0080" 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
"Otu0081" 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0
"Otu0082" 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0
"Otu0083" 1 0 1 0 0 0 0 1 1 0 1 0 0 1 0 1 0 0
"Otu0084" 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0
"Otu0085" 1 0 1 1 1 0 0 0 0 0 0 1 0 1 1 0 0 1
"Otu0086" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Otu0087" 1 1 1 0 0 0 1 1 1 1 1 1 0 1 0 0 0 0
"Otu0088" 1 0 0 0 0 1 1 1 0 0 1 1 0 0 1 1 1 1
"Otu0089" 1 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 0
"Otu0090" 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
"Otu0091" 1 0 1 0 1 0 0 1 0 0 0 0 0 1 0 1 1 1
"Otu0092" 0 1 0 1 0 1 0 0 0 0 1 0 1 1 0 1 1 0
"Otu0093" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0
"Otu0094" 0 0 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1
