"371" "500" "501" "502" "503" "504" "506" "507" "508" "509" "527" "528" "529" "531" "687" "688" "689" "690"
"K000NA" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"K00185" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"K00180" 1 1 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1 1
"K01361" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0
"K01362" 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 0
"K10110" 1 1 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 0
"K10112" 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0
"K10117" 0 0 0 1 1 0 1 1 0 1 1 0 0 0 1 0 1 1
"K10118" 1 0 0 1 0 0 0 0 1 1 0 0 1 0 1 0 0 0
"K10119" 0 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 0 0
"K05846" 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 1
"K05847" 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0
"K04083" 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1
"K04087" 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0
"K04088" 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0
"K02112" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"K00989" 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 0
"K01101" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
"K00982" 0 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0 0
"K01104" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"K00980" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"K00981" 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1
"K01299" 1 1 0 1 1 0 1 1 0 1 0 0 1 0 1 1 1 1
"K05593" 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
"K05595" 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1
"K01295" 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1
"K01297" 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0
"K05606" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"K14540" 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 0
"K00215" 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
"K01560" 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 1
"K00219" 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0
"K02038" 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0
"K01034" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"K04517" 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0
"K04516" 1 1 1 0 1 1 0 1 0 0 1 1 0 1 1 1 1 1
"K01745" 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1
"K01744" 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
"K02030" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"K02031" 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
"K01749" 0 0 0 1 0 1 1 1 0 0 0 0 0 0 1 0 1 1
"K02033" 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1
"K01039" 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"K02035" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"K02036" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"K02037" 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
"K01585" 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
"K01584" 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1
"K01586" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"K01581" 0 0 1 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0
"K01580" 1 1 0 0 1 1 0 0 1 0 1 1 1 0 1 0 0 1
"K01582" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"K13497" 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0
"K01589" 1 1 0 0 1 1 1 0 1 0 1 1 1 0 1 1 0 1
"K01588" 0 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1
"K13652" 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
"K13653" 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1
"K14120" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"K02106" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"K03458" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
