,Otu19;Clostridiales(o),Otu37;Clostridiales(o),Otu28;Firmicutes(p),Otu44;Clostridiales(o),Otu25;Clostridiales(o),Otu18;Clostridiales(o),Otu23;Lactobacillus(g),Otu12;Lactobacillus(g),Otu30;Clostridiales(o),Otu24;Clostridiales(o),Otu5;Porphyromonadaceae(f),Otu29;Oscillibacter(g),Otu26;Ruminococcaceae(f),Otu2;Bacteroides(g),Otu3;Alistipes(g),Otu35;Clostridiales(o),Otu7;Porphyromonadaceae(f),Otu8;Porphyromonadaceae(f),Otu1;Porphyromonadaceae(f),Otu22;Blautia(g),Otu4;Porphyromonadaceae(f),Otu14;Porphyromonadaceae(f),Otu16;Bacteroidetes(p),Otu21;Clostridiales(o),Otu6;Porphyromonadaceae(f),Otu9;Lactobacillus(g),Otu17;Clostridiales(o),Otu11;Bacteroidales(o),Otu15;Barnesiella(g),Otu13;Porphyromonadaceae(f),Otu10;Bacteroidales(o),Otu27;Bacteroidales(o),Otu20;Turicibacter(g)
Otu000452,0.537066761,-0.195288625,0.17374214,-0.18807623,-0.122048759,0.078038872,0.400792633,0.408926864,-0.291368159,-0.138469913,0.363280969,-0.256326219,-0.085513662,0.361432345,0.088540026,-0.025341295,-0.03551752,-0.067870281,-0.061307492,-0.135922043,0.331045668,0.303337254,-0.232303408,-0.537333313,-0.347109804,0.260309592,-0.249879069,-0.456720119,-0.288155682,-0.459298438,-0.4564384,-0.43617261,-0.34917971
Otu000454,0.57852214,-0.161357937,0.226866562,-0.138033445,-0.070281817,0.116746286,0.417554061,0.413907992,-0.264420016,-0.107662267,0.371562311,-0.22131226,-0.063784278,0.37496372,0.078865197,-0.005806646,-0.090174407,-0.115972689,-0.045241916,-0.107416975,0.309081829,0.312101079,-0.263411359,-0.532528039,-0.392210741,0.277459903,-0.275738664,-0.494652121,-0.330401857,-0.493975562,-0.491899487,-0.467408543,-0.398195278
Otu000455,0.58553699,-0.173865186,0.203873115,-0.131464645,-0.079452857,0.109776419,0.406927905,0.417784216,-0.271873528,-0.132588576,0.382086086,-0.238139116,-0.080301247,0.387545278,0.073756112,-0.016664558,-0.093364038,-0.116665603,-0.03827597,-0.115598092,0.309768676,0.304922554,-0.261167759,-0.534136888,-0.396231987,0.278163851,-0.274941726,-0.502414906,-0.334192881,-0.496629979,-0.493480312,-0.468644849,-0.407649206
Otu000467,0.531947491,-0.107955328,0.19711637,-0.132091376,-0.065861073,0.161775997,0.399048792,0.299052848,-0.204989358,-0.11421031,0.403061135,-0.198009994,-0.042527253,0.332324841,0.045491275,0.036258008,-0.13093545,-0.125911678,-0.080723153,-0.04797034,0.190109181,0.175083437,-0.257659996,-0.453290646,-0.407336744,0.32581537,-0.295353834,-0.490324785,-0.363379542,-0.503170452,-0.4885015,-0.439806304,-0.394671233
Otu000509,0.567544284,-0.155063048,0.211052059,-0.137024579,-0.093462353,0.122155374,0.406287871,0.360912655,-0.269720586,-0.140631314,0.394139719,-0.225747028,-0.073353607,0.391326911,0.061910313,-0.002380356,-0.096341359,-0.111544015,-0.051183043,-0.102205867,0.258374505,0.261789939,-0.268595539,-0.50722634,-0.397952668,0.283680648,-0.275462336,-0.491093099,-0.336646603,-0.499411869,-0.48071003,-0.447122057,-0.394898616
Otu000525,0.568581249,-0.194365813,0.196964422,-0.163192266,-0.097583984,0.097573383,0.405049818,0.415410844,-0.284961497,-0.118580899,0.361435002,-0.246061068,-0.082932828,0.369044951,0.11099759,-0.011088975,-0.079075362,-0.104579768,-0.058494906,-0.103540754,0.33421852,0.315157825,-0.258435759,-0.533432163,-0.369142009,0.261356679,-0.262966536,-0.482155164,-0.318425965,-0.480842057,-0.474036323,-0.4653292,-0.378724067
Otu000537,0.529567653,-0.148258628,0.132604925,-0.135120614,-0.111957346,0.107590468,0.399690987,0.393333108,-0.193169523,-0.067670225,0.359979621,-0.171271465,-0.061906773,0.334217006,-0.008938282,-0.030344435,-0.048766176,-0.065164936,-0.032187986,-0.155446405,0.29273148,0.23827054,-0.241122815,-0.45536223,-0.377121714,0.292825747,-0.245087143,-0.482536993,-0.361768675,-0.480991253,-0.50854915,-0.446387972,-0.375306042
Otu000541,0.527346739,-0.123276055,0.134138766,-0.13382987,-0.09705357,0.116695473,0.392223848,0.401917089,-0.169283447,-0.052800636,0.363429181,-0.161038244,-0.063207551,0.298260041,0.001741062,-0.019105052,-0.05697565,-0.076013844,-0.055344252,-0.144140988,0.269922869,0.208525368,-0.251872075,-0.444812015,-0.38794011,0.29707422,-0.249619862,-0.493318614,-0.376738369,-0.493280673,-0.521852125,-0.454433776,-0.378806313
Otu000548,0.565679645,-0.141764216,0.194129207,-0.145094016,-0.09691339,0.132947592,0.408633395,0.329735734,-0.241060197,-0.127834513,0.407272817,-0.219965214,-0.064846409,0.352380579,0.059065365,-0.008476126,-0.099762446,-0.105940314,-0.058754222,-0.096399024,0.238956365,0.213958249,-0.269080669,-0.497808147,-0.413230102,0.304035903,-0.298109029,-0.495952955,-0.36596816,-0.508332826,-0.491604844,-0.438382993,-0.405609163
Otu000553,0.559607322,-0.192026525,0.189392762,-0.157190128,-0.111145822,0.094822134,0.414184045,0.410561073,-0.293485582,-0.13365897,0.359222801,-0.248281993,-0.080064028,0.372897793,0.091855768,-0.023601821,-0.060217085,-0.085143195,-0.060732854,-0.119769955,0.321820257,0.300811556,-0.240308202,-0.530621034,-0.361998066,0.26959646,-0.254427949,-0.473827005,-0.307971102,-0.469439136,-0.469219736,-0.45087289,-0.37215752
Otu000556,0.560210375,-0.200086164,0.190052161,-0.179687477,-0.124132611,0.103364874,0.391197122,0.387902693,-0.284541139,-0.123902999,0.360417183,-0.256751246,-0.076935975,0.374470423,0.112639696,-0.036727039,-0.051660909,-0.072091131,-0.052148636,-0.122712502,0.33815891,0.320169907,-0.218353007,-0.538304083,-0.356228104,0.250678862,-0.250713986,-0.474132316,-0.310756498,-0.459470983,-0.480668508,-0.450594867,-0.37165292
Otu000557,0.555748799,-0.183567712,0.205247836,-0.163569824,-0.104608174,0.095077454,0.405816232,0.398666725,-0.296863923,-0.125381774,0.358039748,-0.239937836,-0.075733898,0.379141464,0.086047792,-0.029406103,-0.052001119,-0.080175888,-0.039605926,-0.136216451,0.33894789,0.331989458,-0.228159617,-0.53949752,-0.352285017,0.257645913,-0.256747831,-0.460767962,-0.297942254,-0.459805943,-0.463474456,-0.440490701,-0.364466502
Otu000559,0.561072852,-0.200801613,0.188086006,-0.176944439,-0.113169775,0.094143075,0.417828807,0.402481063,-0.288429614,-0.123974466,0.360276572,-0.25227592,-0.082866306,0.374476259,0.105917867,-0.013995321,-0.060402448,-0.081937281,-0.059118898,-0.110794044,0.332937451,0.307572851,-0.249092516,-0.53402901,-0.364503215,0.273209866,-0.269485677,-0.474756978,-0.313600457,-0.475185919,-0.470438994,-0.461313615,-0.370608944
Otu000561,0.552674063,-0.204492631,0.181820164,-0.178084343,-0.122270892,0.082782217,0.411173186,0.407568166,-0.303868896,-0.141008325,0.362176397,-0.264986,-0.098010488,0.385514119,0.098941125,-0.026012969,-0.051049842,-0.074613747,-0.050144712,-0.122621627,0.335768932,0.310030718,-0.235532907,-0.534049814,-0.353257283,0.270711709,-0.260517213,-0.46474322,-0.296702458,-0.465463648,-0.458540571,-0.44822472,-0.361096673
Otu000567,0.566096985,-0.140609733,0.180685932,-0.13509833,-0.088334414,0.121014015,0.395555489,0.381846295,-0.239795615,-0.109130882,0.353231814,-0.189866892,-0.07173211,0.354812294,0.077680022,-0.001250837,-0.069382417,-0.090055118,-0.081790254,-0.114050809,0.285545781,0.243898549,-0.256501926,-0.481470612,-0.391746199,0.25984884,-0.259067653,-0.496711337,-0.355984894,-0.501644954,-0.508985875,-0.46632828,-0.397702754
Otu000576,0.502887514,-0.153968828,0.203702952,-0.157510168,-0.075121788,0.06982925,0.379952639,0.421107385,-0.231878675,-0.045798468,0.344289037,-0.226919317,-0.073937248,0.280387037,0.051488572,-0.039525266,-0.078383941,-0.08099454,-0.034833524,-0.105385716,0.349632009,0.278423267,-0.180806482,-0.50605311,-0.342104691,0.3081868,-0.300467643,-0.435071718,-0.293485536,-0.439570048,-0.444720065,-0.410886212,-0.356773791
Otu000581,0.50191926,-0.18829297,0.212586215,-0.207510308,-0.169860517,0.115535111,0.5841867,0.312564818,-0.294749094,0.025372307,0.224996537,-0.342680829,-0.225472581,0.502223339,-0.047994223,-0.050503088,-0.221230597,-0.167226175,0.140896601,-0.03915234,0.333626031,0.178002215,-0.246267405,-0.474213175,-0.352467547,0.480429569,-0.307339153,-0.501814751,-0.249252497,-0.338211775,-0.378186333,-0.449099148,-0.264350873
Otu000591,0.539092538,-0.092741752,0.196847754,-0.089684591,-0.062753294,0.122909957,0.385889467,0.35557311,-0.213721123,-0.092965268,0.413669687,-0.148437594,-0.051989042,0.34264315,-0.037250629,-0.020610398,-0.104002238,-0.107858768,0.007921185,-0.129803193,0.234756667,0.235439727,-0.285112437,-0.441145874,-0.423223649,0.280147999,-0.306176314,-0.471737246,-0.356172861,-0.506172441,-0.475429097,-0.40683948,-0.403345325
Otu000609,0.55952199,-0.073850669,0.254944386,-0.120242508,-0.027305331,0.168459664,0.437147572,0.237980133,-0.289646739,-0.141005082,0.405144811,-0.309483082,-0.148520502,0.41070563,-0.033782323,-0.01383077,-0.156322164,-0.156480893,0.059996206,-0.08738524,0.216567115,0.160025001,-0.226503275,-0.411985244,-0.376334218,0.380637242,-0.373502973,-0.484408141,-0.339860461,-0.515603426,-0.432234285,-0.436852476,-0.341776871
Otu000616,0.558049567,-0.095499332,0.220443818,-0.111931481,-0.054045621,0.154312217,0.394320021,0.323651913,-0.234564884,-0.111210787,0.424522894,-0.189065675,-0.049928059,0.348416731,0.047520662,0.004412367,-0.136996252,-0.135454594,-0.065719724,-0.071445442,0.222367457,0.198497194,-0.244299152,-0.466161843,-0.411386037,0.306271792,-0.296016177,-0.502033363,-0.366530771,-0.511888461,-0.499048217,-0.448169113,-0.419699591
Otu000617,0.53061833,-0.085743549,0.216178738,-0.112508851,-0.044610926,0.162897802,0.396253245,0.305012083,-0.201812438,-0.108301328,0.408549626,-0.181108562,-0.0398251,0.331607938,0.023556521,0.037591039,-0.14195401,-0.135798595,-0.065717686,-0.049099081,0.183627347,0.177278034,-0.257527907,-0.44313457,-0.413578256,0.32635918,-0.304006397,-0.486492966,-0.359440268,-0.508013667,-0.483364522,-0.429919552,-0.400217814
Otu000624,0.533426454,-0.109828387,0.143709646,-0.122730668,-0.087927628,0.133706319,0.414485746,0.417275177,-0.172543989,-0.042891104,0.359763027,-0.156776396,-0.054799523,0.30534903,0.025599166,-0.009496519,-0.077890413,-0.099631993,-0.076749865,-0.125127393,0.263653594,0.205580308,-0.267173087,-0.431495199,-0.385992549,0.312522858,-0.231710879,-0.500422475,-0.37951967,-0.499919129,-0.528351822,-0.464047398,-0.379248203
Otu000643,0.515651123,-0.106658698,0.231351484,-0.118948618,-0.018391242,0.137389652,0.436288116,0.202476988,-0.284010327,-0.184532296,0.405904572,-0.338149826,-0.109894588,0.40562635,-0.038230747,0.011736898,-0.134953834,-0.140300378,0.048066482,-0.140633916,0.266286512,0.155060029,-0.251521409,-0.425156865,-0.351083507,0.393838514,-0.430971586,-0.477742484,-0.324363252,-0.513958325,-0.37658531,-0.402058743,-0.300913419
Otu000662,0.561065645,-0.198441923,0.178425308,-0.182168604,-0.114338834,0.097173096,0.411737264,0.391668357,-0.286082394,-0.140819807,0.364765825,-0.255653545,-0.090921151,0.374029369,0.10740684,-0.011612212,-0.056009144,-0.076350288,-0.0594561,-0.110976571,0.322922879,0.297357954,-0.244662664,-0.531636827,-0.365595995,0.271823057,-0.271245771,-0.472927352,-0.311830171,-0.476693418,-0.471105901,-0.454392381,-0.370659784
Otu000752,0.541883011,-0.117117328,0.181568894,-0.11064514,-0.053591185,0.156895389,0.385666464,0.319474554,-0.193726263,-0.114078198,0.40451684,-0.199811261,-0.051998719,0.35332765,0.03220864,0.030776181,-0.143203838,-0.140442756,-0.063526381,-0.05648201,0.208653394,0.186053193,-0.255493428,-0.457250475,-0.408154426,0.331982389,-0.289617803,-0.504826103,-0.373621631,-0.506208615,-0.49748688,-0.460092287,-0.406356328
Otu000754,0.583167348,-0.157743331,0.229908171,-0.134012426,-0.06946251,0.123498066,0.42523878,0.401912794,-0.262159937,-0.100761066,0.37521341,-0.211395212,-0.057624037,0.38084784,0.07560838,-0.009405892,-0.093329226,-0.114597981,-0.039608383,-0.109119222,0.311780603,0.315206397,-0.262486925,-0.527573656,-0.393508959,0.278621603,-0.27980067,-0.497101903,-0.336609455,-0.494974211,-0.498034529,-0.471786225,-0.402771251
Otu000755,0.587880563,-0.157970663,0.23357619,-0.117917983,-0.07189858,0.118066874,0.416323121,0.405818051,-0.278264126,-0.113730938,0.376972003,-0.212027116,-0.058086712,0.389540188,0.066090003,-0.016256593,-0.094167893,-0.114362278,-0.037663067,-0.115558315,0.308956435,0.314180887,-0.259953275,-0.527383163,-0.400228154,0.267331882,-0.279587615,-0.498450433,-0.335873649,-0.4966418,-0.494072768,-0.46639072,-0.412224158
Otu000756,0.565924025,-0.140839744,0.158959884,-0.149077398,-0.09053077,0.122416576,0.41943482,0.401278459,-0.229078156,-0.112079622,0.391382888,-0.221364999,-0.087606326,0.358426205,0.061446131,-0.022903668,-0.080207083,-0.10707529,-0.05312707,-0.140453265,0.290377545,0.256566329,-0.262528699,-0.504933693,-0.389103473,0.312060587,-0.262645382,-0.505892926,-0.357275383,-0.499673007,-0.519939822,-0.469662849,-0.391783518
Otu000762,0.522274241,-0.112167875,0.151181686,-0.129713805,-0.088997934,0.118012488,0.412091016,0.401622584,-0.184876465,-0.051564019,0.361225255,-0.163741321,-0.064387967,0.312053826,-0.012301594,-0.024037279,-0.059926882,-0.08195105,-0.031860809,-0.156423566,0.274320504,0.23699249,-0.249800928,-0.458122465,-0.381264395,0.318225355,-0.258398824,-0.478963734,-0.361969051,-0.479740217,-0.513123847,-0.443950256,-0.371438607
Otu000763,0.522355282,-0.105040087,0.137060946,-0.126221253,-0.08496837,0.11657927,0.405179397,0.398213594,-0.182714683,-0.064533483,0.378122911,-0.161833104,-0.068973454,0.305387535,-0.00580498,-0.017483431,-0.071157409,-0.093770783,-0.046881573,-0.151609171,0.261949123,0.21600974,-0.271276225,-0.446025771,-0.389081421,0.309176465,-0.261073506,-0.486270013,-0.367340001,-0.493141899,-0.512401929,-0.448959717,-0.373206679
Otu000775,0.504256972,-0.104236504,0.133088799,-0.138592898,-0.099296493,0.125928289,0.398623731,0.388277827,-0.145703113,-0.036760678,0.369357263,-0.157753033,-0.052627657,0.28740246,-0.01415756,-0.012830699,-0.062128569,-0.073443783,-0.060613025,-0.128178114,0.239079833,0.17162462,-0.246273052,-0.424023575,-0.390583175,0.333108053,-0.253536294,-0.484215532,-0.37741093,-0.491345607,-0.517966726,-0.436971429,-0.370337264
Otu000776,0.542322425,-0.119392981,0.154715533,-0.113328136,-0.07699732,0.125411873,0.409114006,0.40075191,-0.180183357,-0.065690226,0.371173017,-0.155416774,-0.05229392,0.326603115,-0.014683864,-0.01422805,-0.076339918,-0.100342179,-0.034653979,-0.142785647,0.268285329,0.23030943,-0.265273324,-0.455319071,-0.395335738,0.302734596,-0.249255702,-0.496484185,-0.37365641,-0.49934816,-0.518111362,-0.451436305,-0.390634547
Otu000824,0.526277631,-0.107669419,0.14185812,-0.127135274,-0.081183209,0.133084191,0.391653297,0.386900838,-0.162073446,-0.056583414,0.369309158,-0.153684623,-0.048318981,0.307032949,-0.006907068,-0.010599103,-0.071642057,-0.094775108,-0.043102473,-0.14276548,0.25863684,0.223646833,-0.262269852,-0.449715365,-0.393909092,0.301684321,-0.24894991,-0.489315765,-0.374956643,-0.491455264,-0.523484308,-0.444277904,-0.380711046
Otu000854,0.557340987,-0.193983499,0.181265923,-0.164751981,-0.109933492,0.096685682,0.412647242,0.405739725,-0.286100143,-0.134386387,0.361131574,-0.248906893,-0.081956045,0.374603889,0.094414786,-0.01120648,-0.063442272,-0.088863203,-0.063290288,-0.111883165,0.317168302,0.296099362,-0.252458296,-0.525719798,-0.366924458,0.269910084,-0.257568072,-0.477803512,-0.313416455,-0.476084576,-0.471831602,-0.458871112,-0.371401738
Otu000893,0.554923475,-0.194168645,0.179090635,-0.165114221,-0.116831564,0.092845607,0.41343424,0.404889406,-0.296727975,-0.138148935,0.363912927,-0.251002262,-0.086360803,0.383447276,0.088661567,-0.029261867,-0.052902333,-0.078756463,-0.049240543,-0.128878573,0.328802998,0.308550821,-0.236672144,-0.528921315,-0.355429526,0.268875609,-0.251996732,-0.468704759,-0.303232162,-0.464607882,-0.467435145,-0.449404616,-0.365915588
Otu000894,0.543499642,-0.186528482,0.185239307,-0.165922302,-0.111487235,0.101346297,0.41489529,0.380065373,-0.289867619,-0.142578701,0.355253898,-0.245596747,-0.083077967,0.37948962,0.093358663,-0.006212148,-0.061896421,-0.083745064,-0.054926021,-0.10606543,0.304739744,0.294785745,-0.252833367,-0.509431924,-0.356927218,0.269104759,-0.25779888,-0.456328014,-0.298580556,-0.467262883,-0.450939493,-0.434702808,-0.352844789
Otu000902,0.54218662,-0.09224543,0.214224613,-0.092295593,-0.043101643,0.153378743,0.405155163,0.342910074,-0.203786438,-0.092003701,0.397986939,-0.183517153,-0.051116619,0.328242539,0.021583807,0.026328241,-0.152690515,-0.15277342,-0.070882254,-0.060764466,0.199004578,0.182472463,-0.263739693,-0.45337861,-0.411315253,0.33918319,-0.292795559,-0.502656198,-0.372089873,-0.50862297,-0.495754021,-0.452023385,-0.406807241
Otu000903,0.54257547,-0.091229511,0.217520377,-0.11021453,-0.0469329,0.159066961,0.397078588,0.321726664,-0.202538173,-0.098055393,0.404341962,-0.18705749,-0.042089209,0.322440125,0.033652172,0.022990041,-0.142302221,-0.144184449,-0.073261437,-0.064710964,0.201006519,0.185577513,-0.253638283,-0.464638349,-0.408268904,0.328259033,-0.292620389,-0.49746191,-0.369159574,-0.505779556,-0.495144701,-0.440506125,-0.404411086
Otu000938,0.521269482,-0.140894991,0.12109455,-0.140535885,-0.114469146,0.111263649,0.390973395,0.402862433,-0.17072998,-0.044528553,0.359441526,-0.174384959,-0.063612057,0.306056729,0.000116067,-0.026392027,-0.055958046,-0.068900827,-0.051424736,-0.144136516,0.281087172,0.211595597,-0.24170259,-0.447526682,-0.381601898,0.312207747,-0.247918446,-0.491184507,-0.378699983,-0.483601465,-0.520326815,-0.456834172,-0.376457801
Otu000939,0.513652848,-0.122749644,0.129233644,-0.158720148,-0.097456993,0.110625037,0.390442702,0.41856478,-0.158302696,-0.038175893,0.37096432,-0.175110595,-0.069418726,0.280520565,0.011548684,-0.017014002,-0.060137485,-0.087330493,-0.058476773,-0.139202322,0.271394511,0.209128433,-0.259703263,-0.458817892,-0.380760343,0.317077178,-0.24634158,-0.487382275,-0.370052274,-0.488360865,-0.517976072,-0.450376124,-0.36513351
Otu000940,0.523133151,-0.133553898,0.129266827,-0.139262079,-0.106663122,0.114953749,0.410533328,0.390248809,-0.177645991,-0.051751815,0.379712527,-0.17430329,-0.056036093,0.323796998,-0.008589237,-0.019918033,-0.071110719,-0.08608517,-0.045912221,-0.136913621,0.268820077,0.204955126,-0.262411506,-0.454042648,-0.391654678,0.333299163,-0.258847737,-0.490299954,-0.379437234,-0.492758284,-0.513609758,-0.452717395,-0.380424119
Otu000942,0.511622215,-0.13863692,0.140296938,-0.162339613,-0.111472782,0.135187448,0.41622765,0.387892113,-0.15602343,-0.038823238,0.332835709,-0.171010532,-0.03558241,0.293570391,0.036171762,0.003020956,-0.054648386,-0.067829523,-0.07876991,-0.117633699,0.270417629,0.231643914,-0.251429663,-0.443959926,-0.366072936,0.311075807,-0.232900621,-0.474338798,-0.353588888,-0.472387186,-0.513891074,-0.442029332,-0.348758791
Otu000945,0.514722417,-0.112385022,0.134980603,-0.131356609,-0.09292816,0.114863099,0.38831993,0.392558675,-0.167507016,-0.066822796,0.363475955,-0.160539815,-0.07197366,0.294594473,-0.021008158,-0.038412158,-0.039791743,-0.066840188,-0.028092068,-0.167907722,0.264052466,0.216791154,-0.229131152,-0.45295459,-0.369268757,0.297926061,-0.239158077,-0.472202372,-0.35438193,-0.471238634,-0.508544078,-0.4243403,-0.360819494
Otu000958,0.579779017,-0.094021863,0.200879023,-0.082803983,-0.034135135,0.132839745,0.430973874,0.432748769,-0.22162424,-0.077598295,0.391395027,-0.162894635,-0.063050643,0.340912945,0.027387604,-0.001828867,-0.124115895,-0.146863103,-0.043785492,-0.125134971,0.274515104,0.263423232,-0.307647661,-0.475376194,-0.42538386,0.305598489,-0.293718818,-0.51684922,-0.375826829,-0.526035241,-0.523263888,-0.482242479,-0.421809374
Otu001034,0.539712539,-0.108965942,0.173032124,-0.126368135,-0.069707704,0.126540137,0.378142294,0.386429424,-0.196816261,-0.084118039,0.370987341,-0.179852905,-0.083795431,0.311705634,0.030237375,0.026596916,-0.09166311,-0.107217966,-0.063849571,-0.1054822,0.226833954,0.212508573,-0.290264353,-0.461400833,-0.418250026,0.300587271,-0.296848927,-0.497658865,-0.3786074,-0.512595963,-0.507008377,-0.465473787,-0.391820838
Otu001036,0.537715792,-0.100640259,0.209746052,-0.118440772,-0.05213155,0.152749744,0.402939937,0.315362183,-0.212943909,-0.109176907,0.40729808,-0.196268736,-0.054487135,0.339665349,0.03289994,0.028361949,-0.142456144,-0.138737897,-0.061137198,-0.059375267,0.204674933,0.192583075,-0.26056288,-0.458601625,-0.408468316,0.331455909,-0.305893843,-0.49107931,-0.360739208,-0.505694864,-0.485744883,-0.441813224,-0.399463841
Otu001045,0.553225019,-0.190296593,0.178436378,-0.170735568,-0.113591169,0.100923482,0.410583564,0.392679434,-0.287290533,-0.142476537,0.362640763,-0.249661508,-0.079894806,0.376344883,0.094530846,-0.016112944,-0.053719874,-0.078850856,-0.059111562,-0.118848653,0.315630341,0.298566373,-0.240845679,-0.526445409,-0.360337518,0.268395903,-0.254881725,-0.468893491,-0.30590096,-0.468713768,-0.468639433,-0.446741207,-0.365530247
Otu001046,0.555115885,-0.207160362,0.177242066,-0.165452484,-0.123267796,0.086513157,0.412465347,0.412002812,-0.296158011,-0.135144479,0.356722818,-0.260156748,-0.094250802,0.385396313,0.089004194,-0.028940746,-0.056090985,-0.078896662,-0.047264508,-0.124575861,0.33185805,0.311462618,-0.238718384,-0.531587364,-0.356277866,0.272599268,-0.254608642,-0.471780653,-0.304402881,-0.462780169,-0.467348122,-0.455309876,-0.365832988
